category,subcategory,note,amount,income_expense,currency,year,month,day,grouped_mode
Tax refund,Unknown,Unknown,19350.0,Income,INR,2017,7,26,Saving Bank account 1
Tourism,Trip,Tours and Travel,20000.0,Expense,INR,2017,7,25,Saving Bank account 1
Food,snacks,Garlic bread + periperi masala fries,248.0,Expense,INR,2017,7,24,Credit Card
Food,Eggs,4 eggs,22.0,Expense,INR,2017,7,24,Saving Bank account 1
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,7,24,Saving Bank account 1
Household,Appliances,For tata sky installation (100 rs given by Family ),200.0,Expense,INR,2017,7,23,Cash
Household,Appliances,Tata sky STB (1299)+ 1 month recharge (226)+ extra wire 45meters(540),2065.0,Expense,INR,2017,7,23,Saving Bank account 1
Food,Grocery,Amul butter,52.0,Expense,INR,2017,7,23,Saving Bank account 1
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,7,22,Saving Bank account 1
Equity Mutual Fund C,Unknown,Unknown,1000.0,Transfer-Out,INR,2017,7,21,Saving Bank account 1
Other,Unknown,CA  - income tax filing,1000.0,Expense,INR,2017,7,21,Saving Bank account 1
Food,Milk,Half lit  milk,33.0,Expense,INR,2017,7,21,Saving Bank account 1
Food,Grocery,Unknown,88.0,Expense,INR,2017,7,20,Saving Bank account 1
Food,snacks,Puri packet of 50 pcs,50.0,Expense,INR,2017,7,20,Cash
subscription,Mobile Service Provider,Annual recharge,2545.0,Expense,INR,2017,7,20,Credit Card
Food,Milk,Half lit  milk,32.0,Expense,INR,2017,7,20,Saving Bank account 1
Food,Eggs,4 eggs,22.0,Expense,INR,2017,7,19,Saving Bank account 1
Food,Milk,Half lit  milk,32.0,Expense,INR,2017,7,19,Saving Bank account 1
Food,beverage,Thumbs up 250ml,20.0,Expense,INR,2017,7,18,Saving Bank account 1
Food,Water,5 litres can,70.0,Expense,INR,2017,7,18,Saving Bank account 1
Food,flour mill,Gehu 3 kg Rs21 + bajari 1kg Rs 7 + dal 1.5 kg Rs15,43.0,Expense,INR,2017,7,18,Cash
Food,Grocery,potato 1kg,35.0,Expense,INR,2017,7,18,Saving Bank account 1
Household,Hardware,Pakad,240.0,Expense,INR,2017,7,18,Saving Bank account 1
Household,Hardware,Umbrella,540.0,Expense,INR,2017,7,18,Saving Bank account 1
Other,Unknown,Hari oil depo coupon,25.0,Income,INR,2017,7,18,Cash
Food,Grocery,onion 2.5 kg,55.0,Expense,INR,2017,7,18,Cash
Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,2017,7,17,Cash
Apparel,Laundry,9 clothes ironing,63.0,Expense,INR,2017,7,17,Saving Bank account 1
Food,beverage,Lemon tea,60.0,Expense,INR,2017,7,17,Saving Bank account 1
Food,Lunch,1 dal makhani rice(200)+ 1 chicken tikka rice(220)+chocolate pastry (120),540.0,Expense,INR,2017,7,17,Credit Card
Transportation,Train,2 Place 0 to TB returns,40.0,Expense,INR,2017,7,17,Saving Bank account 1
Food,snacks,Gupta bhel,25.0,Expense,INR,2017,7,15,Saving Bank account 1
Food,Milk,Half lit  milk,32.0,Expense,INR,2017,7,15,Saving Bank account 1
Food,Ice cream,chocobar,15.0,Expense,INR,2017,7,14,Saving Bank account 1
Gift,Unknown,Forrest essential perfume,4800.0,Expense,INR,2017,6,30,Saving Bank account 1
Interest,Unknown,interest paid,870.0,Income,INR,2017,6,30,Saving Bank account 1
Salary,Unknown,From workplace ,56957.0,Income,INR,2017,6,30,Saving Bank account 1
Beauty,grooming,Shaving,60.0,Expense,INR,2017,6,29,Saving Bank account 1
Transportation,auto,Place 2 station to hospital 2 seat,50.0,Expense,INR,2017,6,29,Cash
Transportation,Train,2 Place 0 to tilaknagar single side,30.0,Expense,INR,2017,6,28,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,2017,6,28,Cash
Food,Lunch,Chicken lollypop 4 pcs,186.5,Expense,INR,2017,6,28,Saving Bank account 1
Food,Grocery,5rs mirchi + crack-jack,15.0,Expense,INR,2017,6,28,Saving Bank account 1
Family,Pocket money,Unknown,1500.0,Expense,INR,2017,6,28,Saving Bank account 1
maid,Unknown,House Cleaning + washing utensils,2000.0,Expense,INR,2017,6,28,Cash
Recurring Deposit,Unknown,New RD opened for 3 years,1000.0,Transfer-Out,INR,2017,6,27,Saving Bank account 1
Fixed Deposit,Unknown,New FD opened for 3 years,200000.0,Transfer-Out,INR,2017,6,27,Saving Bank account 1
Health,Medicine,Cough-sills 4 pcs,12.0,Expense,INR,2017,6,27,Cash
Food,snacks,2 kachori,24.0,Expense,INR,2017,6,26,Saving Bank account 1
Food,Grocery,Dahi 2 packets,20.0,Expense,INR,2017,6,26,Saving Bank account 1
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,6,26,Saving Bank account 1
Transportation,Train,Place 0 to WS return,10.0,Expense,INR,2017,6,25,Cash
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,6,24,Saving Bank account 1
Food,Grocery,Shengdane pav kg,35.0,Expense,INR,2017,6,23,Saving Bank account 1
Other,Unknown,Credit Card fee,590.0,Expense,INR,2017,6,23,Saving Bank account 1
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,6,22,Saving Bank account 1
Gift,Unknown,Forrest essential after shave,1595.0,Expense,INR,2017,6,22,Saving Bank account 1
Food,Eating out,Taco Bell veg combo,261.0,Expense,INR,2017,6,22,Saving Bank account 1
Transportation,train,2 Place 0 to WS returns,20.0,Expense,INR,2017,6,22,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,2017,6,22,Cash
Gift,Unknown,Cupcake mould,250.0,Expense,INR,2017,6,20,Saving Bank account 1
Food,Grocery,Shev bhaji sev pav kg,60.0,Expense,INR,2017,6,19,Saving Bank account 1
Food,flour mill,M D sure 3kg atta,141.0,Expense,INR,2017,6,19,Cash
Food,Grocery,Amul malai paneer pav kg,80.0,Expense,INR,2017,6,19,Saving Bank account 1
Food,breakfast,Bread,18.0,Expense,INR,2017,6,19,Saving Bank account 1
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,6,19,Saving Bank account 1
Transportation,Bus,H to kala circle,12.0,Expense,INR,2017,6,18,Cash
Transportation,Bus,Kala circle to H,15.0,Expense,INR,2017,6,18,Cash
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,6,17,Saving Bank account 1
Gift,Unknown,Jeff kellar's winning attitude,137.0,Expense,INR,2017,6,16,Saving Bank account 1
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,6,16,Saving Bank account 1
Other,Unknown,Courier,50.0,Expense,INR,2017,6,15,Saving Bank account 1
Education,Stationary,Print outs 3 + Xerox 16 + envelope 10,29.0,Expense,INR,2017,6,15,Saving Bank account 1
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,6,13,Saving Bank account 1
Apparel,Clothing,undergarments pair of Jockey,655.0,Expense,INR,2017,5,31,Saving Bank account 1
Salary,Unknown,From workplace ,56970.0,Income,INR,2017,5,31,Saving Bank account 1
Food,Dinner,5 chapati,25.0,Expense,INR,2017,5,30,Saving Bank account 1
Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,2017,5,30,Cash
Food,beverage,Slice + Pepsi,40.0,Expense,INR,2017,5,30,Cash
Food,Lunch,2 veg Frankie,120.0,Expense,INR,2017,5,30,Cash
Household,Kitchen,Crockery,275.0,Expense,INR,2017,5,30,Cash
Food,Tea,2 tea,34.0,Expense,INR,2017,5,30,Saving Bank account 1
Transportation,Train,2 Place 0 to Place P return,80.0,Expense,INR,2017,5,30,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,2017,5,30,Cash
Food,Grocery,Half kg potato + half kg banana,35.0,Expense,INR,2017,5,29,Saving Bank account 1
Education,Stationary,Xerox,30.0,Expense,INR,2017,5,29,Cash
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,5,29,Saving Bank account 1
Household,Kirana,Unknown,996.0,Expense,INR,2017,5,28,Saving Bank account 1
Food,snacks,2 kachori,24.0,Expense,INR,2017,5,28,Saving Bank account 1
Food,vegetables,Unknown,45.0,Expense,INR,2017,5,28,Cash
Food,Grocery,Mango 1 kg,140.0,Expense,INR,2017,5,28,Saving Bank account 1
Food,Grocery,Unknown,30.0,Expense,INR,2017,5,28,Cash
Food,vegetables,Unknown,60.0,Expense,INR,2017,5,28,Saving Bank account 1
Food,breakfast,Medu vada 1 plate + dal vada 1,70.0,Expense,INR,2017,5,28,Saving Bank account 1
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,5,27,Saving Bank account 1
Education,Stationary,Print outs+ Xerox,20.0,Expense,INR,2017,5,27,Saving Bank account 1
Food,vegetables,Pav kg tomato,20.0,Expense,INR,2017,5,27,Saving Bank account 1
Food,snacks,Ragda Puri,30.0,Expense,INR,2017,5,25,Cash
Transportation,Train,Place 0 to Vikhroli single,15.0,Expense,INR,2017,5,25,Cash
subscription,Cable TV,Unknown,261.0,Expense,INR,2017,5,24,Saving Bank account 1
Food,snacks,Samosa pav @ kurla,15.0,Expense,INR,2017,5,24,Cash
Transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR,2017,5,24,Cash
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,5,24,Saving Bank account 1
Food,snacks,Gupta bhel,25.0,Expense,INR,2017,5,23,Saving Bank account 1
Household,Kirana,Rasna orange,46.0,Expense,INR,2017,5,23,Cash
Education,Stationary,White board pen 25 + duster 50,75.0,Expense,INR,2017,5,23,Saving Bank account 1
Food,flour mill,M D sure 2kg atta,88.0,Expense,INR,2017,5,22,Saving Bank account 1
Household,Appliances,3 pin Holder,50.0,Expense,INR,2017,5,22,Saving Bank account 1
Food,beverage,Coke 750ml,40.0,Expense,INR,2017,5,22,Saving Bank account 1
Food,beverage,sugarcane juice,15.0,Expense,INR,2017,5,22,Saving Bank account 1
Transportation,Train,2 Place 0 to Place 4 return,30.0,Expense,INR,2017,5,21,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,2017,5,21,Cash
Food,flour mill,3 kg ( 2kg bajari Rs 7 each + 1kg gahu & maka mix Rs.10),24.0,Expense,INR,2017,5,21,Cash
Transportation,auto,Decathlon to station,20.0,Expense,INR,2017,5,21,Cash
Food,Dinner,pav bhaji + 5 pav extra,219.0,Expense,INR,2017,5,18,Saving Bank account 1
Food,Tea,Unknown,10.0,Expense,INR,2017,5,18,Cash
Food,vegetables,Unknown,60.0,Expense,INR,2017,5,18,Saving Bank account 1
Food,Lunch,Bhai poli,45.0,Expense,INR,2017,5,18,Saving Bank account 1
Food,breakfast,Poha,25.0,Expense,INR,2017,5,18,Saving Bank account 1
Beauty,grooming,Shaving,50.0,Expense,INR,2017,5,18,Cash
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,5,18,Saving Bank account 1
Food,Tea,Unknown,10.0,Expense,INR,2017,5,18,Cash
Food,Tea,Unknown,5.0,Expense,INR,2017,5,17,Cash
Food,Ice cream,Vanila family pack,99.0,Expense,INR,2017,5,17,Saving Bank account 1
Food,Lunch,Full egg fried rice 100 + Manchurian dry 100,210.0,Expense,INR,2017,5,17,Saving Bank account 1
Food,Tea,Unknown,10.0,Expense,INR,2017,5,17,Cash
Food,Tea,Unknown,10.0,Expense,INR,2017,5,16,Cash
Beauty,grooming,Razor Blade,247.0,Expense,INR,2017,5,16,Saving Bank account 1
Food,Lunch,Non veg combo meal,234.0,Expense,INR,2017,5,16,Saving Bank account 1
Food,Tea,Unknown,5.0,Expense,INR,2017,5,16,Cash
subscription,Newspaper,March 210 + April 170,380.0,Expense,INR,2017,5,15,Saving Bank account 1
Food,Dinner,Veg cheese grill sandwich,100.0,Expense,INR,2017,5,15,Cash
Food,breakfast,Poha 25+ tea 10,35.0,Expense,INR,2017,5,15,Saving Bank account 1
Household,Kirana,Shev bhaji sev,50.0,Expense,INR,2017,5,14,Saving Bank account 1
Food,Lunch,Non veg overloaded pizza,242.0,Expense,INR,2017,5,14,Saving Bank account 1
Food,Dinner,Non veg overloaded pizza,242.0,Expense,INR,2017,5,13,Saving Bank account 1
Food,Tea,Unknown,10.0,Expense,INR,2017,5,13,Cash
Food,Lunch,4 chapati,20.0,Expense,INR,2017,5,13,Saving Bank account 1
Food,Tea,Unknown,5.0,Expense,INR,2017,5,13,Cash
Food,breakfast,Medu vada 1 plate,35.0,Expense,INR,2017,5,13,Saving Bank account 1
Food,Ice cream,chocobar,10.0,Expense,INR,2017,4,30,Saving Bank account 1
Salary,Unknown,From workplace ,56957.0,Income,INR,2017,4,30,Saving Bank account 1
Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,2017,4,30,Cash
Food,fruits,6 bananas,25.0,Expense,INR,2017,4,30,Cash
Food,Dinner,Chicken lollypop 8 pcs,221.0,Expense,INR,2017,4,30,Saving Bank account 1
Food,snacks,2 Pani Puri+ 1 samosa chat,110.0,Expense,INR,2017,4,30,Cash
Food,Grocery,Chota bread,17.0,Expense,INR,2017,4,30,Saving Bank account 1
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,4,30,Saving Bank account 1
Food,Ice cream,Cup of butterscotch (20) + chocobar (10),30.0,Expense,INR,2017,4,28,Saving Bank account 1
subscription,Netflix,1 month subscription,149.0,Expense,INR,2017,4,28,Saving Bank account 1
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,4,27,Saving Bank account 1
Gift,Unknown,farewell contribution,385.0,Expense,INR,2017,4,26,Saving Bank account 1
Food,snacks,2 kachori,24.0,Expense,INR,2017,4,25,Saving Bank account 1
Transportation,auto,Place 6 station to college,10.0,Expense,INR,2017,4,25,Cash
Transportation,Train,2 Place 0 to Place 6 return,20.0,Expense,INR,2017,4,25,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,2017,4,25,Cash
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,4,25,Saving Bank account 1
Other,Unknown,Family's Wristwatch repair,170.0,Expense,INR,2017,4,24,Saving Bank account 1
Food,vegetables,Ladyfinger pav kg,15.0,Expense,INR,2017,4,23,Saving Bank account 1
Food,snacks,2 Veg puff,40.0,Expense,INR,2017,4,23,Saving Bank account 1
Food,beverage,sugarcane juice,20.0,Expense,INR,2017,4,22,Saving Bank account 1
Transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR,2017,4,22,Saving Bank account 1
Food,Grocery,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),205.0,Expense,INR,2017,4,22,Saving Bank account 1
Health,Medicine,Q-dee strip,40.0,Expense,INR,2017,4,21,Saving Bank account 1
Household,Kirana,Smart point,621.68,Expense,INR,2017,4,20,Saving Bank account 1
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,4,20,Saving Bank account 1
Food,Ice cream,Raspberry dolly,20.0,Expense,INR,2017,4,18,Saving Bank account 1
Food,Milk,milk 1lit ,64.0,Expense,INR,2017,4,18,Saving Bank account 1
Food,Dinner,"The X restaurant, Place 1",1076.0,Expense,INR,2017,4,17,Saving Bank account 1
Family,clothes,H&M clothes,1497.0,Expense,INR,2017,4,17,Saving Bank account 1
subscription,Tata Sky,Unknown,192.0,Expense,INR,2017,4,16,Saving Bank account 1
Family,Pocket money,Unknown,5000.0,Expense,INR,2017,4,14,Saving Bank account 1
Salary,Unknown,From workplace ,56102.0,Income,INR,2017,3,31,Saving Bank account 1
Transportation,Train,2 Place 0 to dadar return,60.0,Expense,INR,2017,3,31,Cash
Transportation,Taxi,siddhivinayak to shiv sena bhavan,30.0,Expense,INR,2017,3,31,Cash
Transportation,Taxi,Dadar West to siddhivinayak,30.0,Expense,INR,2017,3,31,Cash
Food,Lunch,( pav bhaji + 2 extra pav + sabudana khichdi + kothimbir vada + masala bhat + piyush ),495.0,Expense,INR,2017,3,31,Cash
Transportation,auto,Place 4 station to Place 4 plaza,15.0,Expense,INR,2017,3,31,Cash
Household,Hardware,Laptop repair (servicing+ 2gb ram upgrade + fan replacement + antivirus),2500.0,Expense,INR,2017,3,31,Cash
Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR,2017,3,31,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,2017,3,31,Cash
Interest,Unknown,interest paid,508.0,Income,INR,2017,3,30,Saving Bank account 1
Household,Kirana,Unknown,245.0,Expense,INR,2017,3,30,Saving Bank account 1
Food,beverage,Soda water,12.0,Expense,INR,2017,3,28,Cash
Household,Appliances,USB cord,260.0,Expense,INR,2017,3,27,Saving Bank account 1
Food,Milk,milk 1lit ,60.0,Expense,INR,2017,3,27,Saving Bank account 1
Household,Kirana,Smart,786.0,Expense,INR,2017,3,26,Saving Bank account 1
Food,Milk,milk 1 lit,60.0,Expense,INR,2017,3,26,Saving Bank account 1
Food,Grocery,Dahi 2 packets,20.0,Expense,INR,2017,3,25,Cash
Gpay Reward,Unknown,reward Gpay,6.0,Income,INR,2017,3,25,Saving Bank account 1
Health,Medicine,Tablet,29.0,Expense,INR,2017,3,25,Saving Bank account 1
Health,Medicine,Jel,110.0,Expense,INR,2017,3,25,Saving Bank account 1
Transportation,Travels,Place 2 to Place 1,900.0,Expense,INR,2017,3,25,Saving Bank account 1
Health,Hospital,Doctor Fees,150.0,Expense,INR,2017,3,25,Cash
Food,Milk,milk 1 lit,60.0,Expense,INR,2017,3,25,Cash
Family,Pocket money,Unknown,3000.0,Expense,INR,2017,3,23,Saving Bank account 1
Food,beverage,3 sugarcane juice,60.0,Expense,INR,2017,3,23,Saving Bank account 1
Other,Unknown,Fifa 21 pc,1499.0,Expense,INR,2017,3,23,Saving Bank account 1
Transportation,auto,2 Place 0 to Current Residence,20.0,Expense,INR,2017,3,22,Cash
Transportation,auto,Unknown,50.0,Expense,INR,2017,3,22,Cash
Household,Furniture,Mattress advance,500.0,Expense,INR,2017,3,22,Cash
Transportation,auto,within city,33.0,Expense,INR,2017,3,22,Cash
Transportation,Bus,2 Place 6 to Place 7,18.0,Expense,INR,2017,3,22,Cash
Transportation,Train,2 Place 0 to WS returns,20.0,Expense,INR,2017,3,22,Cash
Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,2017,3,22,Cash
Transportation,Travels,Place 6 to Place 2,600.0,Expense,INR,2017,3,22,Saving Bank account 1
Household,Appliances,2 Spike guard,450.0,Expense,INR,2017,3,20,Saving Bank account 1
subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR,2017,3,19,Saving Bank account 1
Food,snacks,2 samosa (32) + 25 Pani Puri,57.0,Expense,INR,2017,3,18,Cash
Food,Grocery,Unknown,160.0,Expense,INR,2017,3,18,Saving Bank account 1
Food,fruits,Grapes + apple + guava,310.0,Expense,INR,2017,3,18,Cash
Other,Unknown,scrap,70.0,Income,INR,2017,3,16,Cash
subscription,Wifi Internet Service,6 months ( 30mb UL plan + 1 month free),2820.0,Expense,INR,2017,3,16,Saving Bank account 1
Household,Kitchen,drainage powder,50.0,Expense,INR,2017,3,15,Cash
Household,Kirana,2 toast+ 2 parle g + Marie gold,111.0,Expense,INR,2017,3,15,Cash
Food,Ice cream,2 softy,40.0,Expense,INR,2017,3,15,Cash
Household,Hardware,2 bath stool,300.0,Expense,INR,2017,3,14,Cash
Food,Grocery,Unknown,100.0,Expense,INR,2017,3,13,Cash
Household,Hardware,Wall hanging clipboard,400.0,Expense,INR,2017,3,13,Cash
Beauty,grooming,hair cut,100.0,Expense,INR,2017,3,13,Cash
Household,Hardware,ceiling fans repair,1600.0,Expense,INR,2017,3,13,Cash
Transportation,Taxi,within city,40.0,Expense,INR,2017,2,28,Cash
Salary,Unknown,From workplace ,56021.0,Income,INR,2017,2,28,Saving Bank account 1
Food,Grocery,sabudana + rajgira ladu,85.0,Expense,INR,2017,2,28,Cash
Transportation,auto,Place 0 to Current Residence,30.0,Expense,INR,2017,2,28,Cash
Transportation,Train,2 Place 3m to vadala rd,10.0,Expense,INR,2017,2,28,Cash
Transportation,Bus,BEST 138 - Marine drive to Place 3m,12.0,Expense,INR,2017,2,28,Cash
Food,Tea,Unknown,10.0,Expense,INR,2017,2,28,Cash
Other,Unknown,fine,400.0,Expense,INR,2017,2,28,Cash
Food,Dinner,At restaurant,2421.0,Expense,INR,2017,2,28,Saving Bank account 1
Transportation,Train,2 Santacruz to churchgate,20.0,Expense,INR,2017,2,28,Cash
Food,breakfast,sugarcane juice 2,30.0,Expense,INR,2017,2,28,Cash
Transportation,auto,share auto - mumbai University Kalina to Santacruz station,40.0,Expense,INR,2017,2,28,Cash
Transportation,auto,Current Residence to Place 0,30.0,Expense,INR,2017,2,28,Cash
Transportation,Train,2 Santacruz return,80.0,Expense,INR,2017,2,28,Cash
Transportation,auto,Santacruz to Kalina University,57.0,Expense,INR,2017,2,28,Cash
Transportation,Train,2 TB return,40.0,Expense,INR,2017,2,27,Cash
Transportation,auto,Place 0 to Current Residence,30.0,Expense,INR,2017,2,27,Cash
Transportation,auto,Current Residence to Place 0,30.0,Expense,INR,2017,2,27,Cash
Food,Lunch,6 chapati(8 rs) + half rice,88.0,Expense,INR,2017,2,27,Saving Bank account 1
Household,Appliances,3 Wall clock cell,55.0,Expense,INR,2017,2,27,Cash
Food,Milk,milk 1lit  + amul butter milk,76.0,Expense,INR,2017,2,27,Saving Bank account 1
Transportation,Train,Place 0 to WS returns,20.0,Expense,INR,2017,2,26,Cash
Transportation,auto,Current Residence to Place 0,30.0,Expense,INR,2017,2,26,Cash
Household,Kirana,Unknown,846.0,Expense,INR,2017,2,26,Saving Bank account 1
Household,Kitchen,dustbin + basin sink cover,360.0,Expense,INR,2017,2,26,Cash
Food,snacks,2 Jumbo king burger,58.0,Expense,INR,2017,2,26,Saving Bank account 1
Household,Appliances,exide inverter battery 150amp,8500.0,Expense,INR,2017,2,25,Saving Bank account 1
Household,Appliances,tube and inverter fitting,1600.0,Expense,INR,2017,2,25,Cash
Household,Kitchen,hp cylinder,920.0,Expense,INR,2017,2,25,Cash
Food,Dinner,veg paneer tikka 4 roti,318.0,Expense,INR,2017,2,25,Saving Bank account 1
subscription,Tata Sky,Unknown,100.0,Expense,INR,2017,2,25,Saving Bank account 1
Food,Lunch,veg triple Schwan fried rice,247.0,Expense,INR,2017,2,25,Saving Bank account 1
Food,Grocery,milk 1 lit + butter milk,75.0,Expense,INR,2017,2,24,Cash
Food,Tea,3 tea yevle amrutullya,30.0,Expense,INR,2017,2,24,Cash
Food,Lunch,At restaurant,100.0,Expense,INR,2017,2,24,Cash
Food,Ice cream,2 vanilla + 2 butterscotch,80.0,Expense,INR,2017,2,23,Cash
Education,Stationary,stamp pad,30.0,Expense,INR,2017,2,22,Cash
Transportation,Taxi,Place 2 to Place 1,5500.0,Expense,INR,2017,2,22,Saving Bank account 1
Food,snacks,pav vada,10.0,Expense,INR,2017,2,21,Cash
Money transfer,Unknown,To Family,23.0,Expense,INR,2017,2,19,Cash
Food,beverage,sugarcane juice 2,30.0,Expense,INR,2017,2,19,Cash
Education,Stationary,laminated colour print out,25.0,Expense,INR,2017,2,19,Cash
Apparel,Clothing,undergarments pair of Jockey,498.0,Expense,INR,2017,2,19,Saving Bank account 1
Family,Pocket money,Unknown,500.0,Expense,INR,2017,2,18,Cash
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR,2017,2,18,Saving Bank account 1
Gift,Unknown,farewell contribution,400.0,Expense,INR,2017,2,16,Saving Bank account 1
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR,2017,2,13,Saving Bank account 1
Salary,Unknown,From workplace ,63101.0,Income,INR,2017,1,31,Saving Bank account 1
Food,Milk,half liter buffalo,35.0,Expense,INR,2017,1,31,Saving Bank account 1
Food,Milk,half liter buffalo,35.0,Expense,INR,2017,1,30,Saving Bank account 1
Food,snacks,single pav vada,15.0,Expense,INR,2017,1,30,Cash
Food,Dinner,3 parathe ( 80 mix veg + 70 methi + 100 paneer aloo),250.0,Expense,INR,2017,1,29,Cash
Food,snacks,cheese chilli toast sandwich 1,60.0,Expense,INR,2017,1,29,Cash
Food,snacks,2 Shegaon kachori (nasik),30.0,Expense,INR,2017,1,29,Cash
Food,breakfast,brown bread,35.0,Expense,INR,2017,1,29,Saving Bank account 1
Food,Milk,half liter buffalo,35.0,Expense,INR,2017,1,29,Cash
Transportation,auto,within city,30.0,Expense,INR,2017,1,29,Cash
Transportation,Bus,2 tickets Place 2 to N,510.0,Expense,INR,2017,1,29,Cash
Transportation,auto,within city,30.0,Expense,INR,2017,1,29,Cash
subscription,Tata Sky,Unknown,181.0,Expense,INR,2017,1,23,Saving Bank account 1
Gift,Unknown,Birthday gift,649.0,Expense,INR,2017,1,23,Saving Bank account 1
Family,Pocket money,Unknown,2000.0,Expense,INR,2017,1,22,Saving Bank account 1
Food,Grocery,Unknown,410.0,Expense,INR,2017,1,22,Cash
subscription,Mobile Service Provider,Mobile Service Provider recharge,149.0,Expense,INR,2017,1,21,Saving Bank account 1
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR,2017,1,20,Saving Bank account 1
Food,snacks,2 Bombay vada pav,20.0,Expense,INR,2017,1,19,Cash
Family,medicine,syrup,145.0,Expense,INR,2017,1,19,Saving Bank account 1
Transportation,auto,GHroad to Permanent Residence,40.0,Expense,INR,2017,1,16,Cash
Household,Furniture,chair pair,2400.0,Expense,INR,2017,1,16,Saving Bank account 1
Other,Unknown,adhar pvc card order,50.0,Expense,INR,2017,1,16,Saving Bank account 1
Food,Grocery,chole + shev,140.0,Expense,INR,2017,1,15,Cash
Food,Grocery,fruits and vegetables + kirana,540.0,Expense,INR,2017,1,15,Cash
Food,Grocery,milk + butter + biscuits/toast,77.0,Expense,INR,2016,12,31,Saving Bank account 1
Food,Dinner,1 chicken shawarma + 1 chicken lollipop - 1 veg cheese burger,375.0,Expense,INR,2016,12,31,Saving Bank account 1
Food,snacks,1 Panipuri,25.0,Expense,INR,2016,12,31,Cash
Gift,Unknown,Birthday gift,1096.0,Expense,INR,2016,12,31,Saving Bank account 1
Health,Medicine,strepsils 1 strip,24.0,Expense,INR,2016,12,31,Saving Bank account 1
Food,Lunch,veg fried rice,170.0,Expense,INR,2016,12,31,Saving Bank account 1
Salary,Unknown,From workplace ,56574.0,Income,INR,2016,12,31,Saving Bank account 1
subscription,Edtech Course,EMI 1,2816.0,Expense,INR,2016,12,31,Cash
Food,Grocery,edible oil,160.0,Expense,INR,2016,12,31,Saving Bank account 1
Transportation,auto,Permanent Residence to bus stand,100.0,Expense,INR,2016,12,30,Cash
Other,Unknown,xerox,25.0,Expense,INR,2016,12,29,Cash
Food,snacks,2 chips packets,10.0,Expense,INR,2016,12,29,Cash
Food,flour mill,1 sher bajri 1 kg dadar 1 kg makka,14.0,Expense,INR,2016,12,29,Cash
subscription,Tata Sky,Unknown,214.0,Expense,INR,2016,12,29,Saving Bank account 1
Transportation,train,LTT to Place 2 (Patna Exp) cancellation,403.0,Expense,INR,2016,12,29,Saving Bank account 1
Gift,Unknown,Nokia 215 mobile for Aai,3195.0,Expense,INR,2016,12,29,Saving Bank account 1
Food,Grocery,Monaco biscuits,10.0,Expense,INR,2016,12,28,Cash
Other,Unknown,specs,1780.0,Expense,INR,2016,12,28,Saving Bank account 1
subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR,2016,12,25,Saving Bank account 1
Gift,Unknown,farewell contribution,285.0,Expense,INR,2016,12,22,Saving Bank account 1
Transportation,train,Place 5 to Place 1 sevagram,11.8,Expense,INR,2016,12,22,Saving Bank account 1
Family,clothes,sweater,1874.0,Expense,INR,2016,12,21,Saving Bank account 1
Transportation,train,LTT to Place 2 cancellation,251.8,Expense,INR,2016,12,21,Saving Bank account 1
Transportation,Travels,Place 2 to Place 1 - Novelty tour and travels,1900.0,Expense,INR,2016,12,21,Saving Bank account 1
